dataset	dataset_label	k	method	kmer_count	component	compressor	compression_setting	size_bytes	bits_per_kmer
E._coli_pangenome	E. coli pangenome	63	greedy-minrun	760242982	superstring	geco3	max	71680393	0.7542892964186547
E._coli_pangenome	E. coli pangenome	63	greedy-minrun	760242982	mask	xz	basic	12891464	0.13565624996456724
E._coli_pangenome	E. coli pangenome	63	greedy-minrun	760242982	superstring	xz	basic	138776164	1.4603348380531318
E._coli_pangenome	E. coli pangenome	63	greedy-minrun	760242982	mask	xz	max	6835084	0.07192525718047339
E._coli_pangenome	E. coli pangenome	63	greedy-minrun	760242982	superstring	xz	max	104233448	1.0968435141700525
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	mask	geco3	basic	7318419	0.07701136792605077
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	superstring	geco3	basic	152277900	1.60241295065319
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	mask	geco3	max	6966226	0.07330525808129065
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	superstring	geco3	max	71517335	0.7525734449989306
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	mask	xz	basic	12976024	0.13654607074031497
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	superstring	xz	basic	138650308	1.4590104614737502
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	mask	xz	max	6892300	0.07252733837140506
E._coli_pangenome	E. coli pangenome	63	joint-1	760242982	superstring	xz	max	104145128	1.0959141270968022
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	mask	geco3	basic	4492692	0.04727637985614447
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	superstring	geco3	basic	165404784	1.7405465138512781
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	mask	geco3	max	3561439	0.03747684973697001
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	superstring	geco3	max	69387929	0.730165809014992
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	mask	xz	basic	7112668	0.0748462601394984
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	superstring	xz	basic	144387072	1.5193781506029083
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	mask	xz	max	3612205	0.03801105789096255
E._coli_pangenome	E. coli pangenome	63	joint-250	760242982	superstring	xz	max	100942596	1.062214038300718
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	mask	geco3	basic	5895236	0.062035282293470745
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	superstring	geco3	basic	152829697	1.6082194837018569
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	mask	geco3	max	5638454	0.059333177770788025
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	superstring	geco3	max	70469843	0.7415507375245984
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	mask	xz	basic	10881532	0.11450583308377058
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	superstring	xz	basic	137340444	1.4452268261780548
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	mask	xz	max	5612431	0.05905933900485516
E._coli_pangenome	E. coli pangenome	63	joint-30	760242982	superstring	xz	max	102086908	1.0742555779357394
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	mask	geco3	basic	3231959	0.03400974768879879
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	superstring	geco3	basic	172783260	1.8181898586733682
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	mask	geco3	max	3165532	0.03331073959193746
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	superstring	geco3	max	69895353	0.735505407138372
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	mask	xz	basic	6257404	0.0658463585790786
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	superstring	xz	basic	150567540	1.5844149153881963
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	mask	xz	max	3170788	0.033366048224829255
E._coli_pangenome	E. coli pangenome	63	joint-400	760242982	superstring	xz	max	102066272	1.07403842630934
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	mask	geco3	basic	6610804	0.0695651696262551
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	superstring	geco3	basic	152287095	1.6025097091918963
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	mask	geco3	max	6499058	0.06838927189202254
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	superstring	geco3	max	71247237	0.7497312168545609
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	mask	xz	basic	12289640	0.1293232852230394
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	superstring	xz	basic	138261396	1.4549179593742043
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	mask	xz	max	6421626	0.06757445871430616
E._coli_pangenome	E. coli pangenome	63	joint-7	760242982	superstring	xz	max	103679856	1.091018092423509
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	mask	geco3	basic	5042095	0.05305772095900781
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	superstring	geco3	basic	154907996	1.630089323205354
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	mask	geco3	max	4829965	0.05082548726507021
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	superstring	geco3	max	69724499	0.733707518789039
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	mask	xz	basic	9447716	0.09941785690827988
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	superstring	xz	basic	137489560	1.4467959666084758
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	mask	xz	max	4835880	0.050887730522976404
E._coli_pangenome	E. coli pangenome	63	joint-70	760242982	superstring	xz	max	100790840	1.0606171172784336
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	mask	geco3	basic	6163662	0.06485991606299366
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	superstring	geco3	basic	163970352	1.725452055537686
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	mask	geco3	max	5046540	0.053104495478262764
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	superstring	geco3	max	78933115	0.8306093380024125
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	mask	xz	basic	3818520	0.0401821006221403
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	superstring	xz	basic	147125916	1.5481988730808172
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	mask	xz	max	3611554	0.03800420744955986
E._coli_pangenome	E. coli pangenome	63	matchtigs	760242982	superstring	xz	max	109635856	1.1536927913397035
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	mask	geco3	basic	78960	0.20412588409147533
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	superstring	geco3	basic	1022165	2.6424814375932484
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	mask	geco3	max	73221	0.18928953088984188
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	superstring	geco3	max	1014070	2.6215543981844274
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	mask	xz	basic	83460	0.21575919815443936
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	superstring	xz	basic	1086904	2.8098434640648544
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	mask	xz	max	80462	0.20800882580760244
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	eulertigs	3094561	superstring	xz	max	1088008	2.812697503781635
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	mask	geco3	basic	68880	0.17806726059043593
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	superstring	geco3	basic	805279	2.081791892291023
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	mask	geco3	max	69227	0.1789643183637356
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	superstring	geco3	max	799450	2.06672287280813
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	mask	xz	basic	101376	0.2620752992104534
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	superstring	xz	basic	860636	2.2248997515318005
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	mask	xz	max	75791	0.19593344581024577
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-maxone	3094561	superstring	xz	max	860696	2.2250548623859734
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	mask	geco3	basic	66577	0.17211358897110124
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	superstring	geco3	basic	805279	2.081791892291023
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	mask	geco3	max	67027	0.17327692037739764
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	superstring	geco3	max	799450	2.06672287280813
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	mask	xz	basic	98732	0.25524008090323635
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	superstring	xz	basic	860636	2.2248997515318005
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	mask	xz	max	72420	0.1872188009866343
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	greedy-minrun	3094561	superstring	xz	max	860696	2.2250548623859734
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	mask	geco3	basic	65597	0.16958011168627796
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	superstring	geco3	basic	802891	2.0756184802949433
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	mask	geco3	max	65880	0.17031171788179325
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	superstring	geco3	max	796510	2.05912244095366
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	mask	xz	basic	98244	0.2539785126226305
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	superstring	xz	basic	858952	2.220546306891349
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	mask	xz	max	71060	0.18370295495871627
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-1	3094561	superstring	xz	max	859448	2.2218285566191778
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	mask	geco3	basic	2767	0.007153195558271432
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	superstring	geco3	basic	846903	2.189397462192537
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	mask	geco3	max	3646	0.009425569571903736
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	superstring	geco3	max	796569	2.0592749666269303
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	mask	xz	basic	1944	0.005025591675200457
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	superstring	xz	basic	1019020	2.634351043653688
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	mask	xz	max	902	0.0023318331743985656
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-250	3094561	superstring	xz	max	1019172	2.6347439911509256
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	mask	geco3	basic	26068	0.06739049577629913
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	superstring	geco3	basic	816872	2.111761894498121
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	mask	geco3	max	26590	0.06873996020760295
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	superstring	geco3	max	791357	2.045801003761115
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	mask	xz	basic	46232	0.11951808350198946
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	superstring	xz	basic	905712	2.34142936591006
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	mask	xz	max	27189	0.07028848356842861
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-30	3094561	superstring	xz	max	906200	2.3426909341906654
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	mask	geco3	basic	2710	0.007005840246807221
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	superstring	geco3	basic	847176	2.1901032165790237
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	mask	geco3	max	3618	0.009353184506623072
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	superstring	geco3	max	796931	2.0602108021137733
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	mask	xz	basic	1692	0.004374126087674472
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	superstring	xz	basic	1021272	2.6401728710469756
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	mask	xz	max	683	0.00176567855666765
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-400	3094561	superstring	xz	max	1022400	2.643088955105425
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	mask	geco3	basic	51395	0.1328653725035635
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	superstring	geco3	basic	803210	2.076443153002962
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	mask	geco3	max	51667	0.13356854170914711
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	superstring	geco3	max	793268	2.0507412844665205
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	mask	xz	basic	80792	0.20886193550555313
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	superstring	xz	basic	862868	2.2306698753070306
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	mask	xz	max	53906	0.13935676175069744
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-7	3094561	superstring	xz	max	864528	2.234961275605813
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	mask	geco3	basic	9714	0.025112447290584997
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	superstring	geco3	basic	834307	2.1568345235398496
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	mask	geco3	max	10431	0.026966021997950597
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	superstring	geco3	max	793917	2.05241906687249
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	mask	xz	basic	17824	0.046078264412949044
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	superstring	xz	basic	967960	2.5023517067525893
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	mask	xz	max	9987	0.02581820167707148
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	joint-70	3094561	superstring	xz	max	968276	2.5031686239178996
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	mask	geco3	basic	35827	0.09261927620751377
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	superstring	geco3	basic	871625	2.2533083044735585
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	mask	geco3	max	32558	0.08416831983599612
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	superstring	geco3	max	860232	2.2238553384470365
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	mask	xz	basic	35720	0.0923426618509055
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	superstring	xz	basic	938652	2.4265852248509563
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	mask	xz	max	33126	0.08563670258883246
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	15	matchtigs	3094561	superstring	xz	max	939264	2.4281673555635193
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	mask	geco3	basic	72922	0.16400556641036815
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	superstring	geco3	basic	1004833	2.2599243755359075
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	mask	geco3	max	48819	0.10979660111609339
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	superstring	geco3	max	935928	2.104953261832136
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	mask	xz	basic	46584	0.10476996387455897
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	superstring	xz	basic	1077992	2.424462967908801
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	mask	xz	max	46317	0.10416946627120788
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	eulertigs	3557050	superstring	xz	max	1078792	2.42626221166416
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	mask	geco3	basic	61132	0.13748921156576377
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	superstring	geco3	basic	859187	1.9323585555446225
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	mask	geco3	max	59917	0.13475661011231216
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	superstring	geco3	max	792220	1.7817461098382086
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	mask	xz	basic	81552	0.18341490842130417
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	superstring	xz	basic	930916	2.0936809997048114
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	mask	xz	max	57644	0.1296445087923982
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-maxone	3557050	superstring	xz	max	931496	2.094985451427447
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	mask	geco3	basic	60698	0.13651312182848147
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	superstring	geco3	basic	859187	1.9323585555446225
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	mask	geco3	max	59745	0.13436977270490996
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	superstring	geco3	max	792220	1.7817461098382086
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	mask	xz	basic	81260	0.1827581844505981
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	superstring	xz	basic	930916	2.0936809997048114
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	mask	xz	max	57380	0.1290507583531297
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	greedy-minrun	3557050	superstring	xz	max	931496	2.094985451427447
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	mask	geco3	basic	60476	0.13601383168636932
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	superstring	geco3	basic	856225	1.9256968555404057
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	mask	geco3	max	58624	0.13184858239271308
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	superstring	geco3	max	788714	1.7738609240803476
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	mask	xz	basic	80952	0.18206547560478487
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	superstring	xz	basic	928472	2.0881843100321897
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	mask	xz	max	56621	0.1273437258402328
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-1	3557050	superstring	xz	max	928868	2.0890749356910923
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	mask	geco3	basic	14161	0.03184886352454984
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	superstring	geco3	basic	887167	1.9952871058883064
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	mask	geco3	max	14417	0.03242462152626474
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	superstring	geco3	max	714975	1.6080178799848188
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	mask	xz	basic	23784	0.05349151684682532
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	superstring	xz	basic	1066092	2.3976992170478346
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	mask	xz	max	13638	0.03067260791948384
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-250	3557050	superstring	xz	max	1064296	2.3936599148170536
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	mask	geco3	basic	50460	0.1134872998692737
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	superstring	geco3	basic	846455	1.903723591178083
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	mask	geco3	max	41400	0.09311086433983216
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	superstring	geco3	max	757630	1.7039513079658706
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	mask	xz	basic	62956	0.14159148732798246
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	superstring	xz	basic	930396	2.0925114912638283
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	mask	xz	max	39583	0.08902433196047287
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-30	3557050	superstring	xz	max	930592	2.092952305983891
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	mask	geco3	basic	10267	0.023091044545339535
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	superstring	geco3	basic	905839	2.037281455138387
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	mask	geco3	max	11147	0.02507021267623452
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	superstring	geco3	max	711121	1.5993500231933766
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	mask	xz	basic	17352	0.03902559705373835
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	superstring	xz	basic	1119016	2.516728187683614
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	mask	xz	max	9841	0.02213294724561083
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-400	3557050	superstring	xz	max	1115528	2.508883484910249
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	mask	geco3	basic	55110	0.12394540419729833
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	superstring	geco3	basic	850995	1.9139342994897457
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	mask	geco3	max	53362	0.12001405659183874
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	superstring	geco3	max	779868	1.7539657862554645
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	mask	xz	basic	75532	0.16987559916222714
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	superstring	xz	basic	926268	2.083227393486175
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	mask	xz	max	51388	0.11557442262549023
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-7	3557050	superstring	xz	max	927516	2.0860342137445356
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	mask	geco3	basic	32839	0.07385670710279586
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	superstring	geco3	basic	852109	1.9164397464190832
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	mask	geco3	max	30030	0.0675391124667913
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	superstring	geco3	max	738466	1.660850423806244
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	mask	xz	basic	48836	0.10983483504589477
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	superstring	xz	basic	960524	2.160271011090651
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	mask	xz	max	28888	0.06497069200601623
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	joint-70	3557050	superstring	xz	max	961316	2.1620522624084564
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	mask	geco3	basic	48897	0.1099720273822409
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	superstring	geco3	basic	920797	2.0709228152542134
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	mask	geco3	max	34905	0.07850325410101067
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	superstring	geco3	max	840631	1.890625096639069
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	mask	xz	basic	34376	0.07731350416777948
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	superstring	xz	basic	995604	2.2391678497631466
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	mask	xz	max	33120	0.07448869147186574
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	21	matchtigs	3557050	superstring	xz	max	995932	2.2399055397028436
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	mask	geco3	basic	87748	0.1679694164269698
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	superstring	geco3	basic	1073351	2.054635331760319
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	mask	geco3	max	81858	0.15669463110132303
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	superstring	geco3	max	972770	1.8621006657435317
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	mask	xz	basic	50200	0.09609409564473133
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	superstring	xz	basic	1199316	2.295760685503119
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	mask	xz	max	49333	0.09443446255859622
