dataset	dataset_label	k	method	kmer_count	component	compressor	compression_setting	size_bytes	bits_per_kmer
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	eulertigs	4179237	superstring	xz	max	1199928	2.2969321912109795
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	mask	geco3	basic	59507	0.11390978783926348
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	superstring	geco3	basic	904123	1.7306948612868809
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	mask	geco3	max	59256	0.11342931736103982
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	superstring	geco3	max	804598	1.540181616883656
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	mask	xz	basic	87768	0.16800770092722667
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	superstring	xz	basic	1030808	1.9731984570389285
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	mask	xz	max	55195	0.10565564958388338
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-maxone	4179237	superstring	xz	max	1031504	1.9745307576478672
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	mask	geco3	basic	59449	0.11379876278851857
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	superstring	geco3	basic	904123	1.7306948612868809
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	mask	geco3	max	59178	0.11328000781003805
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	superstring	geco3	max	804598	1.540181616883656
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	mask	xz	basic	87684	0.16784690602614782
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	superstring	xz	basic	1030808	1.9731984570389285
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	mask	xz	max	55093	0.10546039863257337
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	greedy-minrun	4179237	superstring	xz	max	1031504	1.9745307576478672
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	mask	geco3	basic	58782	0.11252197470495212
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	superstring	geco3	basic	901768	1.726186861381635
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	mask	geco3	max	58353	0.11170077217444237
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	superstring	geco3	max	801233	1.5337402497154384
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	mask	xz	basic	87512	0.1675176593239388
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	superstring	xz	basic	1029980	1.9716134787282942
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	mask	xz	max	54661	0.10463345342702508
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-1	4179237	superstring	xz	max	1030764	1.9731142311383634
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	mask	geco3	basic	17976	0.034410108830870326
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	superstring	geco3	basic	923306	1.7674154397082529
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	mask	geco3	max	18749	0.03588980476579816
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	superstring	geco3	max	729054	1.3955734025134252
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	mask	xz	basic	30476	0.05833792149141099
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	superstring	xz	basic	1138676	2.1796820807243042
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	mask	xz	max	17033	0.032604994643759135
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-250	4179237	superstring	xz	max	1135220	2.173066519079918
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	mask	geco3	basic	45238	0.0865957111310031
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	superstring	geco3	basic	891852	1.7072054061542812
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	mask	geco3	max	45064	0.08626263597876838
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	superstring	geco3	max	773344	1.480354428332253
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	mask	xz	basic	71960	0.13774763192420053
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	superstring	xz	basic	1027116	1.9661311382915112
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	mask	xz	max	41987	0.08037256561424969
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-30	4179237	superstring	xz	max	1027932	1.9676931459019913
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	mask	geco3	basic	13970	0.02674172342942025
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	superstring	geco3	basic	943201	1.8054989463387694
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	mask	geco3	max	14929	0.02857746521673693
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	superstring	geco3	max	724859	1.387543228584548
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	mask	xz	basic	23076	0.04417265639637092
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	superstring	xz	basic	1184756	2.2678895693161216
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	mask	xz	max	12889	0.024672446190536695
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-400	4179237	superstring	xz	max	1178624	2.256151541537367
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	mask	geco3	basic	54990	0.10526323345625051
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	superstring	geco3	basic	898312	1.7195712997372488
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	mask	geco3	max	54558	0.10443628825070222
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	superstring	geco3	max	793106	1.5181833430360614
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	mask	xz	basic	83492	0.1598224747723089
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	superstring	xz	basic	1027268	1.9664221004934632
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	mask	xz	max	50950	0.09752976440436377
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-7	4179237	superstring	xz	max	1028492	1.9687651119091834
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	mask	geco3	basic	34769	0.06655568947154708
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	superstring	geco3	basic	893111	1.709615415445451
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	mask	geco3	max	34944	0.06689067884879465
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	superstring	geco3	max	752922	1.441262125119968
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	mask	xz	basic	57784	0.11061157814213456
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	superstring	xz	basic	1046572	2.0033743001413895
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	mask	xz	max	32533	0.06227548234282956
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	joint-70	4179237	superstring	xz	max	1047996	2.006100156559678
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	mask	geco3	basic	54413	0.10415872562383995
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	superstring	geco3	basic	964370	1.8460211756356484
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	mask	geco3	max	52405	0.1003149617980507
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	superstring	geco3	max	850592	1.6282244821243685
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	mask	xz	basic	35244	0.06746494635264763
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	superstring	xz	basic	1092120	2.090563421026374
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	mask	xz	max	33369	0.06387577445356653
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	31	matchtigs	4179237	superstring	xz	max	1093452	2.093113168743481
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	mask	geco3	basic	107747	0.13768588311420915
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	superstring	geco3	basic	1233360	1.5760648630378664
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	mask	geco3	max	117819	0.15055651723605304
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	superstring	geco3	max	1015490	1.2976568947965905
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	mask	xz	basic	64356	0.08223813835835841
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	superstring	xz	basic	1460032	1.8657205796449554
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	mask	xz	max	61763	0.07892464011789563
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	eulertigs	6260453	superstring	xz	max	1458236	1.863425538056112
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	mask	geco3	basic	66722	0.08526156174321571
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	superstring	geco3	basic	1007770	1.2877917939804036
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	mask	geco3	max	69208	0.0884383286640759
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	superstring	geco3	max	810105	1.035203043613617
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	mask	xz	basic	116056	0.14830364511961036
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	superstring	xz	basic	1263680	1.6148096631346007
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	mask	xz	max	57008	0.07284840250378048
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-maxone	6260453	superstring	xz	max	1252664	1.600732726529534
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	mask	geco3	basic	66602	0.0851082182072128
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	superstring	geco3	basic	1007770	1.2877917939804036
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	mask	geco3	max	69048	0.08823387061607203
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	superstring	geco3	max	810105	1.035203043613617
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	mask	xz	basic	115792	0.14796628934040396
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	superstring	xz	basic	1263680	1.6148096631346007
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	mask	xz	max	56802	0.07258516276697549
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	greedy-minrun	6260453	superstring	xz	max	1252664	1.600732726529534
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	mask	geco3	basic	66293	0.08471335860200532
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	superstring	geco3	basic	1006562	1.2862481357179745
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	mask	geco3	max	68940	0.08809586143366942
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	superstring	geco3	max	807891	1.0323738553743635
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	mask	xz	basic	116068	0.14831897947321065
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	superstring	xz	basic	1265336	1.6169258039314407
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	mask	xz	max	56872	0.07267461316297719
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-1	6260453	superstring	xz	max	1253584	1.6019083603055562
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	mask	geco3	basic	28798	0.03679989291509736
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	superstring	geco3	basic	1017966	1.3008208830894505
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	mask	geco3	max	30459	0.03892242302593758
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	superstring	geco3	max	764160	0.9764916372665046
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	mask	xz	basic	52020	0.06647442285725969
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	superstring	xz	basic	1319900	1.686651109751962
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	mask	xz	max	25047	0.032006629552206525
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-250	6260453	superstring	xz	max	1300684	1.6620956981866968
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	mask	geco3	basic	56361	0.07202162527216481
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	superstring	geco3	basic	998744	1.2762578043473851
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	mask	geco3	max	58608	0.07489298298381922
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	superstring	geco3	max	795482	1.016516855888863
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	mask	xz	basic	100788	0.12879323588884062
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	superstring	xz	basic	1255028	1.603753594188791
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	mask	xz	max	48028	0.06137319455956302
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-30	6260453	superstring	xz	max	1242728	1.5880358817484932
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	mask	geco3	basic	23009	0.029402345165757175
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	superstring	geco3	basic	1041950	1.3314691444852313
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	mask	geco3	max	24470	0.031269302716592555
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	superstring	geco3	max	760060	0.9712523997864052
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	mask	xz	basic	40796	0.052131690789787896
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	superstring	xz	basic	1354120	1.7303795747687907
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	mask	xz	max	19653	0.025113837608875908
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-400	6260453	superstring	xz	max	1331020	1.7008609440882314
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	mask	geco3	basic	63618	0.08129507561194055
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	superstring	geco3	basic	1003785	1.2826995107223071
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	mask	geco3	max	66101	0.08446800894440067
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	superstring	geco3	max	804905	1.0285581570534912
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	mask	xz	basic	112064	0.14320241682191368
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	superstring	xz	basic	1263684	1.6148147745858008
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	mask	xz	max	54199	0.06925888589851245
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-7	6260453	superstring	xz	max	1252992	1.6011518655279418
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	mask	geco3	basic	47747	0.061014115112756215
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	superstring	geco3	basic	996430	1.273300829828129
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	mask	geco3	max	49862	0.06371679493480743
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	superstring	geco3	max	783591	1.0013217893337751
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	mask	xz	basic	86592	0.11065269557969687
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	superstring	xz	basic	1261796	1.6124021696193551
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	mask	xz	max	41160	0.05259683284899671
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	joint-70	6260453	superstring	xz	max	1248132	1.5949414523198242
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	mask	geco3	basic	57255	0.07316403461538645
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	superstring	geco3	basic	1068814	1.365797650745082
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	mask	geco3	max	62210	0.07949584478950644
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	superstring	geco3	max	863767	1.1037757171885165
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	mask	xz	basic	38548	0.04925905521533346
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	superstring	xz	basic	1311120	1.6754314743677494
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	mask	xz	max	35274	0.045075332408054176
N._gonorrhoeae_pangenome	N. gonorrhoeae pangenome	63	matchtigs	6260453	superstring	xz	max	1296800	1.6571324790714026
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	mask	geco3	basic	196344	0.23675960433349033
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	superstring	geco3	basic	2410023	2.906104041450777
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	mask	geco3	max	188446	0.22723587376354215
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	superstring	geco3	max	2388723	2.880419632595384
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	mask	xz	basic	215312	0.25963199246349505
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	superstring	xz	basic	2528228	3.0486404521902966
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	mask	xz	max	208016	0.25083417804992936
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	eulertigs	6634375	superstring	xz	max	2530056	3.0508447291568537
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	mask	geco3	basic	183114	0.2208063306641545
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	superstring	geco3	basic	1782555	2.14947753179463
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	mask	geco3	max	182583	0.22016602920395667
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	superstring	geco3	max	1764140	2.1272719736222325
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	mask	xz	basic	266320	0.3211395195478097
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	superstring	xz	basic	1871024	2.256157060763071
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	mask	xz	max	208964	0.25197731512011307
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-maxone	6634375	superstring	xz	max	1871516	2.256750334432407
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	mask	geco3	basic	176659	0.21302262835609986
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	superstring	geco3	basic	1782555	2.14947753179463
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	mask	geco3	max	176697	0.21306845030617053
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	superstring	geco3	max	1764140	2.1272719736222325
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	mask	xz	basic	259656	0.3131037965143665
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	superstring	xz	basic	1871024	2.256157060763071
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	mask	xz	max	199755	0.24087272727272727
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	greedy-minrun	6634375	superstring	xz	max	1871516	2.256750334432407
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	mask	geco3	basic	165108	0.19909396137541216
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	superstring	geco3	basic	1777009	2.1427899387658975
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	mask	geco3	max	164992	0.1989540838436175
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	superstring	geco3	max	1756314	2.1178350635892604
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	mask	xz	basic	246484	0.2972204616109279
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	superstring	xz	basic	1866340	2.2505089024964673
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	mask	xz	max	185629	0.22383902025435704
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-1	6634375	superstring	xz	max	1868224	2.252780706547339
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	mask	geco3	basic	3947	0.004759453603391427
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	superstring	geco3	basic	1873486	2.259125840791333
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	mask	geco3	max	5334	0.006431954780970325
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	superstring	geco3	max	1744094	2.103099689119171
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	mask	xz	basic	1780	0.0021463966085727743
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	superstring	xz	basic	2150768	2.593483787093735
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	mask	xz	max	196	2.3634479510127178e-4
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-250	6634375	superstring	xz	max	2152748	2.5958713518605747
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	mask	geco3	basic	44952	0.054204955252001884
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	superstring	geco3	basic	1823379	2.1987047762600094
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	mask	geco3	max	45872	0.05531432878002826
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	superstring	geco3	max	1735721	2.0930031841733396
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	mask	xz	basic	84128	0.10144497409326425
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	superstring	xz	basic	1991276	2.4011618276024493
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	mask	xz	max	47260	0.05698803579839849
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-30	6634375	superstring	xz	max	1992992	2.4032310504003767
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	mask	geco3	basic	3952	0.004765482807348093
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	superstring	geco3	basic	1874051	2.2598071408384364
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	mask	geco3	max	5369	0.0064741592086669806
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	superstring	geco3	max	1743907	2.1028741968911917
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	mask	xz	basic	1768	0.0021319265190767782
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	superstring	xz	basic	2151108	2.5938937729627884
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	mask	xz	max	191	2.303155911446067e-4
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-400	6634375	superstring	xz	max	2152124	2.595118907206783
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	mask	geco3	basic	115594	0.13938796043334903
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	superstring	geco3	basic	1782085	2.1489107866227037
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	mask	geco3	max	115922	0.13978347621290627
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	superstring	geco3	max	1744752	2.103893132359868
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	mask	xz	basic	186036	0.22432979745642959
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	superstring	xz	basic	1881244	2.2684807536504947
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	mask	xz	max	124309	0.1498968629298163
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-7	6634375	superstring	xz	max	1880832	2.267983947244465
S._Pneumoniae_pangenome	S. Pneumoniae pangenome	15	joint-70	6634375	mask	geco3	basic	11757	0.014177070183702309
